,0
288,321452598363.58405
289,333048433843.72107
290,339022685011.49493
291,329845373949.3633
292,345756252026.88525
293,377026868482.656
294,340452197512.4952
295,328773181612.6946
296,325153820233.528
297,309670630137.35535
298,339372907779.917
299,349213707930.87427
300,338069553178.387
301,337165325330.7417
302,340191724111.2751
303,325931021280.02686
304,337097415481.8031
305,294815414798.0934
306,304413041981.3228
307,298522889928.12646
308,333762205919.5181
309,353961713179.3284
310,313740128014.96436
311,319684177128.9305
312,339558885961.6052
313,354042946499.4255
314,330655830502.34534
315,326559623191.50684
316,347566746315.23724
317,341776462058.3157
318,342144930867.53937
319,352838946101.8944
320,330409864021.791
321,336049104141.29565
322,339390710524.8043
323,336093646653.97565
324,315228201810.85944
325,337332443904.30505
326,354431435144.9638
327,331531658112.0508
328,325023956275.29376
329,328073840751.5916
330,339738642423.65643
331,324647566109.8876
332,355331908013.5657
333,343597915185.2457
334,307723168152.04126
335,320820853320.8046
336,339136163900.01685
337,333742344146.81433
338,337991568897.79266
339,325975198768.54016
340,313368309681.421
341,306499973056.44147
342,328801808502.7231
343,326484858676.5143
344,362946653048.2172
345,335693317645.4105
346,329705198021.6342
347,322602263208.7158
348,340143876239.12787
349,333934845860.549
350,348528313403.8048
351,325092771739.4102
352,302719205469.2576
353,332900608477.50775
354,322960586384.9193
355,336944736799.27515
356,325375109833.5104
357,311714486063.21857
358,319536783644.5677
359,330376879010.3636
360,333226333573.2466
361,323757808127.1872
362,319461683643.7377
363,361716157920.6378
364,345646084759.33777
365,352279058775.3204
366,331103854421.0727
367,306796071908.00946
368,310070430257.97943
369,315252148856.29193
370,343191980539.1353
371,324702511354.0256
372,348721507147.3527
373,338986643022.196
374,363732253765.45355
375,337425009171.5786
376,322516151641.6928
377,328459018451.1828
378,361843752367.03436
379,340031804240.2183
380,328057936758.49524
381,325366203768.72955
382,247851110181.70474
383,288369589181.19934
384,370957315258.7688
385,355467274287.97046
386,250349146079.45355
387,278916058697.0693
388,321013027510.75934
389,320576113670.3983
390,356666711254.70026
391,328599016652.89233
392,349733092352.58276
393,346502391741.2746
394,333053406340.677
395,317626162254.17896
396,343428084813.1179
397,315031255436.08655
398,322790613586.4488
399,331523275100.5055
400,318542904585.3285
401,321044741086.928
402,331620508816.5469
403,348934078507.76404
404,363683349385.0254
405,362482399115.64526
406,336743877066.95154
407,330840572172.37476
408,306051096390.614
409,319684626391.1723
410,322588272033.724
411,318521014952.7455
412,332499794927.2348
413,325392948361.2975
414,326080840571.15173
415,309202466377.3231
416,344481852528.792
417,356507215805.5818
418,354926311447.4323
419,313802628783.7428
420,327533468488.8459
421,340100895063.66296
422,346462724036.1021
423,363852913067.2148
424,328586013453.2077
425,313612987322.36224
426,319957690636.07117
427,327550843547.41797
428,312733218436.63745
429,332096495027.9339
430,346250937601.8217
431,342251942911.5231
432,323099524938.4678
433,350807176592.4526
434,317290446298.23083
435,323402688544.02814
436,330450475046.56866
437,332731869015.09894
438,341552789408.6026
439,370372616069.14526
440,369642582966.2957
441,344268357681.9215
442,320816008674.4833
443,327752473267.9358
444,324712268105.21246
445,325759987871.44604
446,328663583340.2628
447,326605075111.0269
448,343862008750.97064
449,316305519282.47076
450,320697261297.964
451,340123350807.5299
452,343031799951.35693
453,327193707453.1529
454,308362579130.63794
455,318725836034.1265
456,326746956524.3648
457,321789359705.21814
458,311139496255.14056
459,307834465100.35345
460,317033660856.85443
461,328637887766.3796
462,336064364326.1909
463,352944594333.8701
464,318954226314.46545
465,296100127266.6413
466,325289101156.7569
467,341934780775.1401
468,361152848535.68713
469,319399965777.6313
470,308609008557.4817
471,328943401374.21027
472,326207324523.8544
473,321750298684.92084
474,338899275937.50006
475,320165894527.58844
476,319906454706.40857
477,322548298163.3348
478,326664535485.5175
479,308736232259.2473
480,343837110313.97424
481,340179881763.5892
482,362182008388.24365
483,339723895249.02594
484,350775275002.8907
485,336843625206.68787
486,323888621403.5875
487,323852789973.432
488,319052659530.5502
489,323923081634.0993
490,325546063693.2565
491,341657349347.0011
492,335011054658.723
493,342450696851.14307
494,342633598323.9942
495,342618551600.1169
496,362542099765.4284
497,338768708883.32684
498,328295637608.0519
499,309326794493.4308
500,283078324110.1128
501,280767986542.63153
502,313976515650.9355
503,279728021158.9803
504,283319408256.25934
505,246968101887.5388
506,319231707797.04346
507,329884332172.47754
508,283223966927.2885
509,303022381630.89844
510,308588029689.6477
511,327010189856.5722
512,298693593486.2087
513,299102773479.0463
514,278932836985.5922
515,308121807154.0398
516,312841772135.54315
517,292323956320.09717
518,293083603741.14526
519,310821465016.1555
520,275066617716.4221
521,299804099578.6657
522,311108151853.9538
523,292031082400.8494
524,302039587339.6564
525,326768631753.1274
526,268102776529.4161
527,296965735786.267
528,313543593533.98944
529,275187186643.6148
530,284202442518.3204
531,290864259898.95435
532,301237045594.7103
533,291227829506.91156
534,287071746150.01746
535,301548369403.73846
536,334739152974.3037
537,300273896711.8091
538,290731784325.51843
539,342284111047.7218
540,295022924741.57837
541,299493013581.7223
542,317395925500.5836
543,308058492262.21
544,316247767006.377
545,298855882371.52216
546,294219479530.6572
547,298577896815.7382
548,288218173671.01215
549,294334811130.1196
550,290469931624.5754
551,284760606524.2293
552,289563078852.18066
553,286892591367.22015
554,297522715495.9177
555,307357429043.2968
556,323387013346.4476
557,363208137632.1578
558,290492462879.742
559,313200362198.23376
560,370456276808.64825
561,322512590003.55426
562,299700550593.0852
563,317647311403.31683
564,325130960158.76416
565,317106349513.2753
566,348871863670.7341
567,300718086565.3441
568,302016692819.1081
569,278489971189.8153
570,296310910338.75476
571,300316678802.8496
572,291715964353.76575
573,284474650300.33844
574,292457959118.25964
575,295795984679.64636
576,306773022472.6414
577,307549140455.42645
578,298511967753.0614
579,282953911018.29596
580,299948175643.07367
581,296097357646.19073
582,303757606880.218
583,288994847357.38025
584,286292564587.43005
585,294245102730.9527
586,304096711557.9035
587,302056588403.9629
588,300061258855.31323
589,290184763903.865
590,290457306356.6714
591,296562035710.3643
592,280668621856.3147
593,298327823919.9332
594,297253547043.5862
595,297697119916.6526
596,304665831745.32635
597,277253420803.9313
598,291033333142.96246
599,300708428880.39233
600,320469349946.5256
601,307961363258.939
602,280601213977.4809
603,305324020386.0897
604,315903387495.34015
605,310104769086.8205
606,274700770325.61578
607,317385120480.18
608,305431689459.7972
609,300998575674.94775
610,340291088953.8123
611,344852935266.97046
612,289261058504.29553
613,342967145960.9291
614,294507529929.3591
615,285981016995.40735
616,287324616059.7135
617,305634365533.0786
618,280676271107.3667
619,288142976669.24554
620,335838929413.8503
621,289335143037.97656
622,298419937854.82996
623,262517712711.7828
624,286062070825.1727
625,299774657485.18146
626,304308748547.9536
627,289045903285.1039
628,305883942414.9107
629,248198633183.1188
630,273736473440.08652
631,265253086392.13818
632,327006406056.1963
633,272428808027.1697
634,278628210469.8389
635,293525075928.33545
636,303125496801.8919
637,297464825533.6183
638,285411782566.43256
639,298441106754.8022
640,285815012871.4511
641,312973236689.5239
642,323360741044.8097
643,309845929117.71124
644,306586896340.2414
645,295319365137.7678
646,310548144386.2495
647,272802435640.9329
648,293322978711.97015
649,295196926560.8006
650,300232656021.3621
651,285915997706.5699
652,291094171330.96014
653,299690789459.42474
654,265045954706.52966
655,279042382166.095
656,323291676298.4098
657,292484853836.03534
658,275148452768.1258
659,277566443047.7394
660,276787118512.18304
661,321108843828.77814
662,283652701002.8373
663,271419964689.31906
664,297935781281.65027
665,303482423313.51013
666,302085777982.7789
667,303265466857.1173
668,279861055531.60693
669,278314037075.2933
670,318523604712.55115
671,281775967967.30426
672,279994487811.68616
673,301919088384.3036
674,289522335240.988
675,288927612934.5472
676,288777217138.35693
677,292452184223.3411
678,300255809317.3625
679,280226665565.1743
680,287886919663.237
681,265645986917.77225
682,284579273172.77026
683,291213197789.0169
684,304538888637.4119
685,285863403257.37555
686,313586261294.21643
687,329087124959.0982
688,310490924470.48505
689,289560979185.24567
690,313972684179.08734
691,289035939478.2292
692,276526151755.4655
693,305600652763.53784
694,316028587928.9094
695,273029905278.39923
696,273359575463.08948
697,257745994423.07495
698,273697274358.86267
699,291857638405.1027
700,297775146752.23016
701,290805263667.1784
702,265352263287.93213
703,295905127387.8325
704,303121811582.409
705,281137399263.8437
706,271987152305.3743
707,293795973167.37854
708,299907255430.41125
709,312742408230.50635
710,270901653667.45218
711,291829950040.4282
712,286600770838.21783
713,267978810204.98114
714,310261475319.5468
715,286086094870.92957
716,271834541450.09604
717,278857676674.85394
718,283045141685.0699
719,321582019589.4147
720,262662031372.5653
721,283399651331.5575
722,285458264139.96
723,307752720020.11456
724,253147619721.74777
725,282010739077.7437
726,266002604738.92657
727,275890092916.5438
728,281538850091.2744
729,283543562920.34625
730,266668790105.9199
731,303453734346.56244
732,254254050912.5888
733,249628368082.74554
734,271980286194.10486
735,260655064695.08044
736,249559456515.245
737,263051125848.53683
738,271498421845.7459
739,272592849286.6713
740,276649564937.12213
741,282809264148.6918
742,249120749856.85092
743,276695756910.1485
744,271346733880.94473
745,270725536699.8658
746,245427988717.53555
747,283386880367.5613
748,285306498370.40204
749,288334404390.13086
750,247524284938.16086
751,219928746057.62054
752,276012100591.2143
753,267084784575.2923
754,253783738349.52402
755,261247177277.812
756,292714909298.6897
757,275302027314.5385
758,269575746258.7333
759,313268452216.3085
760,297425600460.20184
761,273514082640.8121
762,284681484681.1268
763,278925367407.6372
764,311427409112.10583
765,274681542878.37207
766,297965851511.03204
767,277424152904.43665
768,319624220975.9385
769,253442724548.6549
770,285134189605.6609
771,278826406964.4032
772,296256467446.794
773,270909641347.1542
774,332514842090.5121
775,235022095263.0016
776,232008411440.5859
777,290060060398.6547
778,268728328318.7999
779,294911434103.54846
780,224739374604.1053
781,250155473557.70578
782,278804866567.95135
783,273003694930.1894
784,295299137284.9518
785,252980733640.37607
786,215541607027.60977
787,271951934839.8515
788,253464709476.38742
789,231894246825.17337
790,234526309086.28424
791,274035069403.40424
792,278962490705.6275
793,289786789598.8946
794,278414827424.0055
795,284143813859.5448
796,290586870712.7118
797,257681901451.43182
798,308312959396.2005
799,301020788507.32587
800,273765267919.62692
801,217904499805.04584
802,266348421073.32593
803,286440267583.50433
804,237324538874.49945
805,229750825274.13126
806,291874563546.2205
807,317070891838.8396
808,244567685631.08026
809,227061753229.7964
810,256532154108.4909
811,280342248047.2467
812,232354337559.30206
813,208922630635.0999
814,255536147124.81107
815,281160904287.71045
816,287376319065.2732
817,323473465660.2003
818,315558387370.81537
819,303601757925.941
820,293368587791.2097
821,300550978042.83325
822,279671707726.5279
823,275206983233.5278
824,294738324538.5446
825,274365282744.2373
826,270435162756.8936
827,279678201862.1461
828,288117871149.70013
829,270981994281.4772
830,305705066900.84796
831,260683945982.4704
832,239742815034.46295
833,261100113787.01443
834,280369663288.3544
835,273127931493.43613
836,279149512579.0469
837,269565179265.32047
838,259228098961.25284
839,269975058224.92017
840,262515613953.96027
841,252344973799.6836
842,281922455908.0428
843,264606873187.90115
844,231081380168.88522
845,262724434286.47415
846,278908671940.5494
847,281228434595.34296
848,272504559354.93137
849,282888835152.9584
850,272474719914.8318
851,226421635978.87796
852,233739957798.53162
853,280886857618.87695
854,259127932214.1372
855,257668498819.487
856,269622274681.89606
857,279962470608.6752
858,271809404471.78064
859,251292720594.2558
860,266885885572.13647
861,319500177521.21124
862,294062733027.9279
863,285373800195.3004
864,258823217207.29944
865,261116488009.01785
866,255627489510.05026
867,275012725310.59106
868,266773756711.04507
869,250365948113.54074
870,290907356785.939
871,239261136196.84967
872,265912647666.07352
873,281232969669.62476
874,242534409369.06635
875,250587465055.99557
876,250327401863.06012
877,259846723930.29514
878,248732739594.08224
879,259372491982.42203
880,281821647544.5056
881,263530048059.73874
882,291720616389.21204
883,265238558233.84177
884,268972231026.6504
885,246426529513.89505
886,242904481408.1012
887,267500331671.60812
888,205848141792.3919
889,203161388413.80637
890,266673732694.39926
891,265969718581.66083
892,252504212990.76755
893,264075331556.7756
894,282867392693.678
895,261609408758.69922
896,247589799474.02298
897,264406513030.8
898,269406350338.3821
899,278158847499.5728
900,274763571644.31665
901,264996341129.93527
902,274292679864.4827
903,264158477548.52533
904,260976337842.6035
905,299169374920.19666
906,268960574980.46817
907,254231232189.13287
908,265239878432.0454
909,281853053969.21814
910,252128869108.5253
911,277469492397.7617
912,244662303769.96503
913,261475832704.52197
914,261802863562.546
915,263275786675.587
916,267624430700.19437
917,266967597159.62396
918,265297311561.026
919,265680861977.38818
920,264063431111.13586
921,282287698795.6276
922,283061645010.2346
923,266928471523.03354
924,258294461206.3339
925,265655061035.24524
926,267157906762.946
927,258076864522.1069
928,256460904297.28696
929,260515361015.6253
930,244412084314.96506
931,245143900539.8001
932,261011044723.68893
933,265200521065.5827
934,251528025547.58298
935,293870885287.84283
936,278971636609.4352
937,254401763462.8933
938,289523280153.2797
939,295589049302.19586
940,275816014085.9208
941,249911016494.362
942,255173510236.24036
943,265892615673.01108
944,257815651813.97305
945,259762726050.87137
946,279543506246.6355
947,317622479026.1964
948,266446611657.9385
949,259611808723.76996
950,278490341161.7332
951,292394327898.09534
952,261786529365.70633
953,271991341008.1403
954,269971209470.37497
955,242040655308.57727
956,259319187834.83463
957,284594534812.4925
958,249913874579.51047
959,260375740872.47076
960,267224307007.14685
961,263061522102.68024
962,263833671303.6135
963,248635563373.09503
964,204274038092.2024
965,278973895352.3721
966,232408891271.0676
967,243721433865.57083
968,278181801183.3692
969,267597660289.741
970,269685105721.6936
971,265081586179.30383
972,268171168245.7901
973,250592559110.6166
974,256579377236.32767
975,277139880504.0403
976,301175138227.8652
977,265553607485.9764
978,236802015896.37494
979,260905981677.1122
980,290408083385.1477
981,287827426359.79016
982,263332318519.9412
983,250443933839.85797
984,281955131362.7669
985,260286586546.95496
986,246463838401.48386
987,258366420514.73074
988,273710009967.51993
989,284069706045.0082
990,271529561347.74283
991,278529721699.8032
992,272506717745.56067
993,264553092076.9299
994,264772828700.4783
995,263077198345.77353
996,258644904932.52774
997,292815219383.1179
